CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1950981,17000081589,201781589,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/7/17 19:30,24XX BLOCK OF ELLIOTT AV,D,D1,8002.2012,-122.35,47.61309,"(47.61309, -122.35)","BIAS -RACIAL, POLITICAL, SEXUAL MOTIVATION",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/7/17 13:42
2030682,17000229322,2017229322,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,6/25/17 20:44,7 AV / PIKE ST,M,M2,8200.1018,-122.33335,47.611607,"(47.611607, -122.33335)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,6/25/17 15:44
1972275,17000122137,2017122137,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,4/7/17 19:44,100XX BLOCK OF AURORA AV N,N,N3,1300.3004,-122.34466,47.701794,"(47.701794, -122.34466)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,4/7/17 19:09
1962544,17000103818,2017103818,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/24/17 20:04,16XX BLOCK OF 5 AV,M,M2,8200.1003,-122.33694,47.612167,"(47.612167, -122.33694)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,3/24/17 18:07
1985567,17000146912,2017146912,291,PERSON WITH A GUN,GUN CALLS,WEAPONS CALLS,4/27/17 17:04,RAINIER AV S / I90 EB,G,G3,9400.2028,-122.30704,47.589996,"(47.589996, -122.30704)",SHOTS - IP/JO - INCLUDES HEARD/NO ASSAULT,WEAPONS CALLS,GUN CALLS,4/27/17 15:06
2018412,17000207026,2017207026,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,6/9/17 14:55,S JACKSON ST / MAYNARD AV S,K,K3,9100.2,-122.32506,47.59919,"(47.59919, -122.32506)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,6/9/17 13:35
2018370,17000206820,2017206820,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,6/9/17 14:00,1XX BLOCK OF CEDAR ST,D,D1,8001.1007,-122.35019,47.616135,"(47.616135, -122.35019)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,6/9/17 11:35
2007247,17000186472,2017186472,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/26/17 14:54,69XX BLOCK OF RAINIER AV S,S,S2,11101.1005,-122.27125,47.54025,"(47.54025, -122.27125)",THEFT OF SERVICES,OTHER PROPERTY,THEFT,5/26/17 11:56
1915034,17000013393,201713393,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",1/11/17 18:32,4XX BLOCK OF S JACKSON ST,K,K3,9300.2002,-122.328316,47.599197,"(47.599197, -122.328316)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",1/11/17 17:02
2030553,17000229367,2017229367,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,6/25/17 17:20,30XX BLOCK OF S BRANDON ST,R,R1,10401.101,-122.293396,47.553505,"(47.553505, -122.293396)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,6/25/17 16:19
1937443,17000049077,201749077,291,PERSON WITH A GUN,GUN CALLS,WEAPONS CALLS,2/10/17 1:01,EDGAR MARTINEZ DR S / 4 AV S,K,K2,9300.2028,-122.32905,47.59031,"(47.59031, -122.32905)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,2/9/17 19:58
2053481,17000270173,2017270173,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/24/17 16:09,91XX BLOCK OF AURORA AV N,N,N3,1800.3005,-122.34458,47.69527,"(47.69527, -122.34458)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,7/24/17 12:02
1937248,17000049270,201749270,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",2/10/17 1:09,4XX BLOCK OF 22 AV S,G,G3,9000.1007,-122.30328,47.599026,"(47.599026, -122.30328)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",2/9/17 23:35
1950948,17000081836,201781836,292,PERSON WITH A WEAPON (NOT GUN),WEAPONS CALLS,WEAPONS CALLS,3/7/17 19:35,77XX BLOCK OF 62 AV NE,U,U3,4000.1004,-122.26372,47.68536,"(47.68536, -122.26372)","WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,3/7/17 18:18
1950949,17000081832,201781832,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/7/17 19:13,16XX BLOCK OF E OLIVE WY,E,E1,7402.1006,-122.32483,47.619274,"(47.619274, -122.32483)",TRESPASS,TRESPASS,TRESPASS,3/7/17 16:23
1985392,17000146582,2017146582,291,PERSON WITH A GUN,GUN CALLS,WEAPONS CALLS,4/27/17 12:38,RAINIER AV S / S MASSACHUSETTS ST,R,R1,9400.2041,-122.30583,47.58841,"(47.58841, -122.30583)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,4/27/17 11:49
1937386,17000049129,201749129,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2/9/17 23:26,PREFONTAINE PL S / YESLER WY,K,K2,8100.2045,-122.33027,47.601715,"(47.601715, -122.33027)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,2/9/17 20:49
1962670,17000104124,2017104124,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/24/17 23:24,22XX BLOCK OF 2 AV,D,D1,8001.2009,-122.345,47.613655,"(47.613655, -122.345)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
2018905,17000207710,2017207710,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",6/10/17 2:08,18XX BLOCK OF 16 AV,C,C1,7900.5004,-122.31145,47.618065,"(47.618065, -122.31145)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",6/9/17 23:18
1972283,17000122054,2017122054,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/7/17 19:49,6XX BLOCK OF 4 AV,K,K1,8100.2027,-122.33063,47.603592,"(47.603592, -122.33063)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,4/7/17 17:48
1972290,17000121834,2017121834,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,4/7/17 19:37,61XX BLOCK OF 4 AV S,O,O3,10900.2071,-122.32959,47.546696,"(47.546696, -122.32959)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,4/7/17 15:04
1972293,17000121743,2017121743,291,PERSON WITH A GUN,GUN CALLS,WEAPONS CALLS,4/7/17 19:41,9XX BLOCK OF E PINE ST,E,E2,7500.4015,-122.320404,47.61524,"(47.61524, -122.320404)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,4/7/17 13:57
1951081,17000082043,201782043,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/7/17 22:29,85XX BLOCK OF FREMONT AV N,J,J1,1701.1,-122.349915,47.69094,"(47.69094, -122.349915)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",3/7/17 20:15
2042380,17000250582,2017250582,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/10/17 15:28,PINE ST / 5 AV,M,M2,8200.1003,-122.33649,47.61167,"(47.61167, -122.33649)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,7/10/17 13:36
1915069,17000013415,201713415,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,1/11/17 19:31,4XX BLOCK OF HARVARD AV E,E,E1,7401.2005,-122.322014,47.622562,"(47.622562, -122.322014)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,1/11/17 17:07
1962732,17000104250,2017104250,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/25/17 1:26,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
2018591,17000207222,2017207222,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,6/9/17 19:19,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,6/9/17 15:56
2053643,17000270807,2017270807,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",7/24/17 20:12,7XX BLOCK OF 21 AV,G,G2,8700.1013,-122.30502,47.60852,"(47.60852, -122.30502)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",7/24/17 18:17
2018411,17000207062,2017207062,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",6/9/17 15:10,117XX BLOCK OF PINEHURST WY NE,L,L1,700.4007,-122.31206,47.715126,"(47.715126, -122.31206)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",6/9/17 14:02
2065632,17000292582,2017292582,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,8/8/17 18:52,59XX BLOCK OF 6 AV S,O,O3,10900.2064,-122.32652,47.54956,"(47.54956, -122.32652)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,8/8/17 17:08
2077989,17000314406,2017314406,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,8/25/17 10:52,15XX BLOCK OF NE 145 ST,L,L1,200.4001,-122.3114,47.733936,"(47.733936, -122.3114)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,8/25/17 6:04
1985485,17000146926,2017146926,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/27/17 15:33,1 AV / PINE ST,M,M1,8100.3,-122.34093,47.609814,"(47.609814, -122.34093)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
1951152,17000082374,201782374,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/8/17 1:08,3 AV / JAMES ST,K,K2,8100.2041,-122.331406,47.602768,"(47.602768, -122.331406)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,3/8/17 0:30
1951029,17000081989,201781989,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,3/7/17 21:02,22XX BLOCK OF 1 AV,D,D1,8002.2005,-122.34586,47.61299,"(47.61299, -122.34586)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,3/7/17 18:07
1996643,17000167242,2017167242,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/12/17 17:31,RAINIER AV S / I90 WB,G,G3,9400.2025,-122.30747,47.59056,"(47.59056, -122.30747)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,5/12/17 16:33
2030645,17000229571,2017229571,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,6/25/17 20:13,N 107 ST / MIDVALE AV N,N,N3,1300.2,-122.34336,47.706875,"(47.706875, -122.34336)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,6/25/17 19:27
2030655,17000229587,2017229587,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,6/25/17 20:17,20XX BLOCK OF 3 AV,M,M2,7200.1067,-122.341545,47.61278,"(47.61278, -122.341545)",FIGHT - VERBAL/ORAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,
1985558,17000147026,2017147026,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/27/17 16:46,3 AV / YESLER WY,K,K2,8100.2045,-122.33027,47.601715,"(47.601715, -122.33027)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,4/27/17 16:23
1985425,17000146733,2017146733,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/27/17 13:32,1 AV NE / NE NORTHGATE WY,L,L2,1200.401,-122.328636,47.70863,"(47.70863, -122.328636)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
2018424,17000207050,2017207050,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,6/9/17 15:21,S MAIN ST / 1 AV S,K,K2,9200.2023,-122.33419,47.600044,"(47.600044, -122.33419)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,6/9/17 14:50
1951239,17000082382,201782382,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/8/17 5:22,42XX BLOCK OF S TRENTON ST,S,S1,11700.101,-122.27986,47.524265,"(47.524265, -122.27986)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",3/8/17 0:46
2018569,17000207095,2017207095,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,6/9/17 18:38,4XX BLOCK OF 2 AV S,K,K3,9200.2014,-122.33178,47.601494,"(47.601494, -122.33178)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,6/9/17 14:25
1985437,17000146785,2017146785,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/27/17 13:54,S GENESEE ST / RAINIER AV S,R,R2,10100.4018,-122.28824,47.564274,"(47.564274, -122.28824)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
1951145,17000082373,201782373,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/8/17 0:52,BROADWAY / E PIKE ST,E,E2,8400.1008,-122.32078,47.614075,"(47.614075, -122.32078)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",
1996569,17000166904,2017166904,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",5/12/17 15:33,13XX BLOCK OF 4 AV,M,M3,8100.2012,-122.33532,47.608723,"(47.608723, -122.33532)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,5/12/17 13:05
1996539,17000166830,2017166830,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",5/12/17 14:31,5 AV S / S CLOVERDALE ST,F,F3,11200.1014,-122.3282,47.526478,"(47.526478, -122.3282)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",5/12/17 11:49
2065584,17000292455,2017292455,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",8/8/17 17:35,27XX BLOCK OF CALIFORNIA AV SW,W,W1,9800.1023,-122.38666,47.578323,"(47.578323, -122.38666)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",8/8/17 16:19
1985547,17000146777,2017146777,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/27/17 16:41,12XX BLOCK OF S KING ST,G,G3,9000.2036,-122.315315,47.598335,"(47.598335, -122.315315)",ROBBERY (INCLUDES STRONG ARM),ROBBERY,ROBBERY,4/27/17 14:07
1937321,17000049208,201749208,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2/9/17 23:41,4XX BLOCK OF MINOR AV N,D,D3,7300.102,-122.333,47.622543,"(47.622543, -122.333)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,2/9/17 22:05
2030604,17000229455,2017229455,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,6/25/17 19:16,48XX BLOCK OF SAND POINT WY NE,U,U3,4100.4008,-122.28316,47.66458,"(47.66458, -122.28316)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,6/25/17 17:44
2030612,17000229252,2017229252,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,6/25/17 19:23,16XX BLOCK OF MELROSE AV,E,E1,8400.3001,-122.32789,47.616173,"(47.616173, -122.32789)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,6/25/17 14:46
2030614,17000229053,2017229053,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,6/25/17 19:18,81XX BLOCK OF 6 AV SW,F,F3,11300.1006,-122.34293,47.52827,"(47.52827, -122.34293)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,6/25/17 11:35
1985660,17000147084,2017147084,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/27/17 19:21,BROADWAY / E PINE ST,E,E2,8400.1007,-122.3208,47.615234,"(47.615234, -122.3208)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,4/27/17 16:50
1951172,17000082156,201782156,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/8/17 1:20,24XX BLOCK OF ELLIOTT AV,D,D1,8002.2001,-122.35,47.61309,"(47.61309, -122.35)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,3/7/17 20:34
1996575,17000167125,2017167125,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,5/12/17 15:42,AURORA AV N / N 59 ST,B,B2,3500.2038,-122.34726,47.671722,"(47.671722, -122.34726)",INJURED - IP/JO - PERSON/INDUSTRIAL ACCIDENT,PERSON DOWN/INJURY,PERSON DOWN/INJURY,
1996671,17000167226,2017167226,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/12/17 17:57,2XX BLOCK OF PIKE ST,M,M3,8100.2007,-122.33835,47.609516,"(47.609516, -122.33835)",ROBBERY - IP/JO (INCLUDES STRONG ARM),ROBBERY,ROBBERY,5/12/17 16:23
1937655,17000055687,201755687,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2/15/17 0:37,49XX BLOCK OF 17 AV NW,B,B1,4700.2026,-122.37889,47.664726,"(47.664726, -122.37889)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,2/14/17 21:04
1915227,17000013617,201713617,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,1/12/17 0:48,8XX BLOCK OF 9 AV,E,E3,8500.1003,-122.326385,47.607338,"(47.607338, -122.326385)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,1/11/17 21:03
1996583,17000166831,2017166831,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,5/12/17 15:40,110XX BLOCK OF 8 AV NE,L,L2,1200.3002,-122.3206,47.710396,"(47.710396, -122.3206)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,5/12/17 11:47
1937522,17000055632,201755632,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,2/14/17 23:39,14XX BLOCK OF MINOR AV,E,E3,8300.2015,-122.32736,47.613438,"(47.613438, -122.32736)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,2/14/17 19:57
1996742,17000167282,2017167282,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/12/17 19:50,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/12/17 17:29
2007316,17000186281,2017186281,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",5/26/17 16:05,47XX BLOCK OF THACKERAY PL NE,B,B3,5200.4005,-122.32614,47.66408,"(47.66408, -122.32614)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",5/26/17 9:29
1962856,17000104345,2017104345,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/25/17 6:09,8XX BLOCK OF E PINE ST,E,E2,8400.1007,-122.321465,47.61523,"(47.61523, -122.321465)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,3/25/17 3:24
1951285,17000082482,201782482,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/8/17 8:06,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)",TRESPASS,TRESPASS,TRESPASS,3/8/17 5:07
1915283,17000013835,201713835,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,1/12/17 3:53,22XX BLOCK OF WESTERN AV,D,D1,8002.2005,-122.346725,47.612328,"(47.612328, -122.346725)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",1/12/17 1:44
1996551,17000167083,2017167083,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/12/17 15:00,HOWELL ST / BOREN AV,D,D3,7300.2015,-122.33142,47.61617,"(47.61617, -122.33142)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
2007223,17000186694,2017186694,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,5/26/17 14:33,3 AV / PIKE ST,M,M3,8100.2013,-122.33779,47.60975,"(47.60975, -122.33779)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1951358,17000082827,201782827,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/8/17 12:04,70XX BLOCK OF E MARGINAL WY S,O,O3,10900.1012,-122.32224,47.539635,"(47.539635, -122.32224)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,3/8/17 11:13
2065846,17000292987,2017292987,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",8/8/17 23:42,13XX BLOCK OF E MADISON ST,E,E2,7500.4012,-122.31487,47.613625,"(47.613625, -122.31487)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",8/8/17 23:01
2007208,17000186048,2017186048,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/26/17 13:52,120XX BLOCK OF AURORA AV N,N,N2,402.2007,-122.344894,47.717175,"(47.717175, -122.344894)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/26/17 4:09
2007221,17000186207,2017186207,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/26/17 14:01,5 AV / VIRGINIA ST,M,M2,7200.1066,-122.33918,47.613724,"(47.613724, -122.33918)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/26/17 8:07
2030668,17000229648,2017229648,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,6/25/17 20:51,11 AV / E PIKE ST,E,E2,7500.4018,-122.31814,47.614094,"(47.614094, -122.31814)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
2078101,17000314400,2017314400,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,8/25/17 14:44,17 AV NW / NW 49 ST,B,B1,4700.2026,-122.37889,47.6644,"(47.6644, -122.37889)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,8/25/17 5:09
1972452,17000122356,2017122356,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",4/7/17 23:41,41XX BLOCK OF NE 103 PL,L,L3,2200.1004,-122.283226,47.703194,"(47.703194, -122.283226)",TRU - THREATS,"THREATS, HARASSMENT","THREATS, HARASSMENT",4/7/17 22:30
1962923,17000104583,2017104583,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/25/17 11:21,NW 74 ST / 30 AV NW,J,J2,3100.4004,-122.39572,47.682373,"(47.682373, -122.39572)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
2065833,17000292835,2017292835,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",8/8/17 23:09,65XX BLOCK OF 25 AV SW,F,F1,10701.1013,-122.364944,47.542824,"(47.542824, -122.364944)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",8/8/17 21:26
1951275,17000082456,201782456,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,3/8/17 7:43,82XX BLOCK OF AURORA AV N,J,J3,2800.4008,-122.34451,47.68875,"(47.68875, -122.34451)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,3/8/17 2:48
1951696,17000083473,201783473,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/8/17 22:01,7 AV S / S SOUTHERN ST,F,F3,11200.2032,-122.32553,47.52983,"(47.52983, -122.32553)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",3/8/17 20:03
2065696,17000292675,2017292675,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",8/8/17 19:53,15XX BLOCK OF 12 AV S,R,R1,9400.1002,-122.317276,47.58921,"(47.58921, -122.317276)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,8/8/17 18:17
